INCORRECT ANNOTATION	1085testa	Latvia	Latvia	Latvia national football team
soccer[0.062]; qualifier[0.060]; Cup[0.060]; Cup[0.060]; Soccer[0.059]; group[0.058]; drew[0.056]; Qualifier[0.055]; World[0.055]; World[0.055]; Saturday[0.054]; Scotland[0.054]; Scotland[0.054]; Austria[0.054]; Austria[0.054]; Draw[0.052]; Attendance[0.050]; Vienna[0.049]; 

INCORRECT ANNOTATION	1079testa	Red Star	Red Star Belgrade	KK Crvena zvezda
global=0.342	0.330
local(<e, ctx>)=-0.155	-0.124
log p(e|m)=-1.036	-2.465
Beograd[0.053]; Beograd[0.053]; Belgrade[0.052]; tournament[0.051]; Basketball[0.049]; basketball[0.049]; international[0.049]; Dinamo[0.049]; Tournament[0.046]; Saturday[0.045]; place[0.044]; place[0.044]; Italy[0.044]; Yugoslavia[0.044]; Russia[0.043]; Germany[0.043]; Benetton[0.042]; halftime[0.042]; Alba[0.040]; Fifth[0.039]; Results[0.039]; Results[0.039]; 

INCORRECT ANNOTATION	1093testa	Belgium	Belgium	Belgium national football team
global=0.340	0.314
local(<e, ctx>)=0.266	-0.061
log p(e|m)=-0.242	-2.882
France[0.045]; Cup[0.044]; Cup[0.044]; Tennis[0.043]; Switzerland[0.043]; Netherlands[0.043]; tennis[0.043]; Spain[0.043]; championships[0.043]; Germany[0.042]; Korea[0.042]; Open[0.042]; team[0.042]; Japan[0.041]; round[0.041]; round[0.041]; finals[0.041]; Argentina[0.041]; semifinals[0.041]; Austria[0.040]; July[0.040]; States[0.040]; Croatia[0.040]; Czech[0.039]; 

INCORRECT ANNOTATION	1093testa	United States	United States	United States national rugby union team
global=0.318	0.314
local(<e, ctx>)=-0.261	0.274
log p(e|m)=-0.074	-5.116
Argentina[0.046]; team[0.044]; championships[0.043]; Spain[0.043]; Switzerland[0.042]; World[0.042]; World[0.042]; finals[0.042]; Germany[0.042]; France[0.042]; Australia[0.042]; Cup[0.042]; Cup[0.042]; Japan[0.041]; Saturday[0.041]; round[0.041]; round[0.041]; Team[0.041]; women[0.040]; semifinals[0.040]; tennis[0.040]; South[0.040]; South[0.040]; Austria[0.039]; 

INCORRECT ANNOTATION	1047testa	Brazil	Brazil	Brazil national football team
global=0.339	0.325
local(<e, ctx>)=0.130	0.052
log p(e|m)=-0.213	-2.590
Brazilian[0.047]; national[0.045]; match[0.044]; match[0.044]; players[0.044]; squad[0.043]; playing[0.043]; final[0.043]; Fifa[0.042]; coach[0.042]; Augusto[0.042]; lost[0.041]; Silva[0.041]; Silva[0.041]; event[0.041]; decided[0.041]; Real[0.041]; midfielder[0.041]; Europe[0.040]; Lendoiro[0.039]; kick[0.039]; chances[0.039]; claimed[0.039]; sent[0.038]; 

INCORRECT ANNOTATION	951testa	Red Star	Red Star Belgrade	KK Crvena zvezda
global=0.346	0.335
local(<e, ctx>)=0.146	0.158
log p(e|m)=-1.036	-2.465
Belgrade[0.075]; tournament[0.074]; Basketball[0.071]; basketball[0.071]; international[0.071]; Dinamo[0.071]; Tournament[0.066]; beat[0.066]; International[0.066]; Friday[0.065]; Yugoslavia[0.063]; Russia[0.063]; halftime[0.061]; Result[0.058]; Result[0.058]; 

INCORRECT ANNOTATION	1129testa	Hachette	Hachette (publisher)	Hachette Book Group USA
global=0.329	0.325
local(<e, ctx>)=-0.113	-0.132
log p(e|m)=-0.294	-0.906
publisher[0.054]; publishers[0.048]; French[0.047]; distribution[0.047]; million[0.046]; million[0.046]; Jacques[0.046]; chain[0.046]; firm[0.045]; division[0.045]; group[0.045]; group[0.045]; sales[0.045]; distributor[0.044]; distributor[0.044]; country[0.044]; offered[0.044]; listed[0.044]; September[0.044]; News[0.044]; exchange[0.044]; billion[0.044]; 

INCORRECT ANNOTATION	1129testa	Hachette	Hachette (publisher)	Hachette Book Group USA
global=0.330	0.325
local(<e, ctx>)=-0.101	-0.135
log p(e|m)=-0.294	-0.906
publisher[0.051]; France[0.045]; distribution[0.044]; owned[0.043]; million[0.043]; chain[0.042]; chain[0.042]; firm[0.042]; division[0.042]; group[0.042]; group[0.042]; newsstand[0.042]; offered[0.041]; plans[0.041]; exchange[0.041]; consortium[0.040]; consortium[0.040]; consortium[0.040]; provided[0.040]; bid[0.040]; finance[0.039]; press[0.039]; offer[0.039]; shares[0.039]; 

INCORRECT ANNOTATION	1045testa	Arabs	Palestinian territories	Arab world
global=0.333	0.322
local(<e, ctx>)=0.535	0.315
log p(e|m)=-3.170	-3.170
Arab[0.046]; Israel[0.045]; Israel[0.045]; Israel[0.045]; Palestinian[0.043]; Palestinian[0.043]; Israeli[0.043]; Israeli[0.043]; Palestinians[0.042]; Palestinians[0.042]; West[0.042]; West[0.042]; West[0.042]; Jerusalem[0.041]; Jerusalem[0.041]; Jerusalem[0.041]; Jerusalem[0.041]; Ramallah[0.039]; Bank[0.039]; Bank[0.039]; Bank[0.039]; enclave[0.039]; occupation[0.039]; state[0.039]; 

INCORRECT ANNOTATION	1045testa	Jews	Israelis	Jews
global=0.330	0.328
local(<e, ctx>)=0.510	0.326
log p(e|m)=-3.324	-0.126
Arabs[0.047]; Israel[0.046]; Israel[0.046]; Israel[0.046]; Israeli[0.045]; Israeli[0.045]; Arab[0.044]; Jerusalem[0.042]; Jerusalem[0.042]; Jerusalem[0.042]; Jerusalem[0.042]; Palestinian[0.041]; Palestinian[0.041]; Palestinians[0.041]; Palestinians[0.041]; arrived[0.039]; visit[0.039]; West[0.039]; West[0.039]; West[0.039]; occupation[0.039]; enclave[0.038]; Moslems[0.038]; holy[0.038]; 

INCORRECT ANNOTATION	1059testa	Seattle	Milwaukee Brewers	Seattle Mariners
global=0.328	0.327
local(<e, ctx>)=0.358	0.323
log p(e|m)=-4.075	-3.863
Seattle[0.047]; Seattle[0.047]; Incaviglia[0.045]; Incaviglia[0.045]; Tartabull[0.043]; season[0.042]; Baltimore[0.042]; Baltimore[0.042]; career[0.042]; career[0.042]; game[0.041]; Mariners[0.041]; Mariners[0.041]; League[0.040]; Orioles[0.040]; Orioles[0.040]; Yankees[0.040]; Chicago[0.040]; Chicago[0.040]; Toronto[0.040]; sixth[0.040]; sixth[0.040]; Jays[0.040]; Martinez[0.040]; 

INCORRECT ANNOTATION	1059testa	Seattle	Milwaukee Brewers	Seattle Mariners
global=0.324	0.323
local(<e, ctx>)=0.312	0.270
log p(e|m)=-4.075	-3.863
league[0.043]; games[0.043]; games[0.043]; season[0.043]; season[0.043]; season[0.043]; season[0.043]; fourth[0.042]; Cleveland[0.042]; Cleveland[0.042]; Cleveland[0.042]; game[0.041]; game[0.041]; game[0.041]; League[0.041]; League[0.041]; California[0.041]; Yankees[0.041]; Yankees[0.041]; seven[0.040]; seven[0.040]; seven[0.040]; Texas[0.040]; regular[0.040]; 

INCORRECT ANNOTATION	1059testa	Texas	Texas	Texas Rangers (baseball)
global=0.330	0.323
local(<e, ctx>)=0.182	0.050
log p(e|m)=-0.161	-4.962
Texas[0.045]; Texas[0.045]; Texas[0.045]; Texas[0.045]; game[0.042]; game[0.042]; game[0.042]; team[0.042]; team[0.042]; seven[0.041]; games[0.041]; games[0.041]; games[0.041]; matchup[0.041]; season[0.041]; season[0.041]; season[0.041]; season[0.041]; Gonzalez[0.040]; Gonzalez[0.040]; Gonzalez[0.040]; Gonzalez[0.040]; Gonzalez[0.040]; Gonzalez[0.040]; 

INCORRECT ANNOTATION	1059testa	Oakland	Oakland Athletics	Oakland, California
global=0.338	0.337
local(<e, ctx>)=0.298	0.180
log p(e|m)=-3.912	-0.499
league[0.046]; Tartabull[0.046]; major[0.045]; Boston[0.045]; Boston[0.045]; game[0.044]; game[0.044]; games[0.044]; League[0.043]; American[0.043]; Toronto[0.043]; Jays[0.043]; seven[0.043]; Sox[0.043]; Sox[0.043]; Sox[0.043]; Detroit[0.043]; Chicago[0.043]; Chicago[0.043]; sixth[0.043]; Orioles[0.042]; Mariners[0.042]; Ventura[0.042]; 

INCORRECT ANNOTATION	1097testa	Cincinnati	Cincinnati Reds	Cincinnati
global=0.330	0.326
local(<e, ctx>)=-0.061	-0.047
log p(e|m)=-3.772	-0.460
game[0.051]; league[0.051]; league[0.051]; Cincinnati[0.051]; won[0.049]; beat[0.048]; tie[0.047]; win[0.047]; major[0.047]; straight[0.047]; Baseball[0.047]; League[0.047]; earned[0.047]; Cardinals[0.047]; fifth[0.047]; fifth[0.047]; run[0.046]; tied[0.046]; Reds[0.046]; Reds[0.046]; seventh[0.046]; 

INCORRECT ANNOTATION	1102testa	World Cup	2010 FIFA World Cup	1998 FIFA World Cup
global=0.326	0.325
local(<e, ctx>)=0.206	0.284
log p(e|m)=-2.749	-4.200
Karembeu[0.044]; team[0.044]; Lamouchi[0.044]; Thuram[0.043]; European[0.043]; Djorkaeff[0.042]; Djorkaeff[0.042]; Djorkaeff[0.042]; France[0.042]; France[0.042]; playing[0.042]; Desailly[0.041]; midfielder[0.041]; Bixente[0.041]; Zidane[0.041]; Zidane[0.041]; play[0.041]; Deschamps[0.041]; finals[0.041]; finals[0.041]; Mexico[0.040]; Milan[0.040]; Suarez[0.040]; Didier[0.040]; 

INCORRECT ANNOTATION	1102testa	France	France	France national football team
global=0.329	0.320
local(<e, ctx>)=0.198	0.028
log p(e|m)=-0.163	-3.381
France[0.050]; France[0.050]; France[0.050]; Paris[0.046]; matches[0.045]; Cup[0.044]; Cup[0.044]; international[0.044]; second[0.044]; second[0.044]; Euro[0.043]; Euro[0.043]; Soccer[0.042]; Djorkaeff[0.042]; semifinal[0.042]; victory[0.042]; hosts[0.041]; goals[0.041]; goals[0.041]; substitutions[0.041]; Nicolas[0.041]; elimination[0.040]; early[0.040]; 

INCORRECT ANNOTATION	1102testa	France	France	France national football team
global=0.328	0.322
local(<e, ctx>)=0.158	0.042
log p(e|m)=-0.163	-3.381
France[0.049]; France[0.049]; Paris[0.045]; matches[0.044]; Cup[0.043]; Cup[0.043]; international[0.043]; second[0.043]; Euro[0.042]; Euro[0.042]; Soccer[0.041]; Djorkaeff[0.041]; semifinal[0.041]; victory[0.041]; hosts[0.040]; goals[0.040]; Nicolas[0.040]; elimination[0.039]; Jacquet[0.039]; defender[0.039]; Mexico[0.039]; coach[0.039]; World[0.039]; World[0.039]; 

INCORRECT ANNOTATION	1102testa	Ramon Ramirez	Ramón Ramírez (Dominican pitcher)	Ramón Ramírez (footballer)
global=0.350	0.345
local(<e, ctx>)=-0.065	0.070
log p(e|m)=0.000	-4.510
Mexico[0.046]; Osvaldo[0.044]; Ricardo[0.044]; Luis[0.043]; Francisco[0.043]; Suarez[0.043]; Enrique[0.043]; Raul[0.043]; Alberto[0.042]; Rodrigo[0.042]; Karembeu[0.041]; Bixente[0.041]; Rios[0.041]; Garcia[0.041]; Garcia[0.041]; Joaquin[0.041]; Blanco[0.041]; Djorkaeff[0.040]; Pavel[0.040]; Sanchez[0.040]; Claudio[0.040]; Cuauhtemoc[0.040]; Palencia[0.040]; Alfonso[0.040]; 

INCORRECT ANNOTATION	1102testa	Barcelona	FC Barcelona	Barcelona
global=0.336	0.334
local(<e, ctx>)=-0.008	0.113
log p(e|m)=-1.709	-0.371
team[0.044]; Ricardo[0.044]; Osvaldo[0.044]; del[0.043]; Juventus[0.042]; Cup[0.042]; Joaquin[0.042]; playing[0.042]; second[0.042]; second[0.042]; Djorkaeff[0.042]; Djorkaeff[0.042]; championship[0.042]; Thuram[0.042]; Milan[0.042]; midfielder[0.041]; play[0.041]; Chelsea[0.041]; finals[0.040]; finals[0.040]; Internazionale[0.040]; Espanyol[0.040]; European[0.040]; Mexican[0.040]; 

INCORRECT ANNOTATION	948testa	Chesterfield	Chesterfield F.C.	Chesterfield
global=0.336	0.335
local(<e, ctx>)=-0.132	-0.089
log p(e|m)=-1.269	-0.939
Portsmouth[0.046]; Bristol[0.045]; Middlesex[0.044]; Hampshire[0.044]; Derbyshire[0.043]; Sussex[0.043]; Oval[0.043]; Kent[0.043]; Lancashire[0.042]; Warwickshire[0.042]; Nottinghamshire[0.042]; Durham[0.042]; Surrey[0.042]; Glamorgan[0.042]; Gloucestershire[0.041]; London[0.041]; Worcestershire[0.040]; Tunbridge[0.040]; Northamptonshire[0.040]; Ramprakash[0.039]; Hove[0.039]; Russell[0.039]; Wells[0.039]; Adams[0.039]; 

INCORRECT ANNOTATION	1036testa	Nagorno-Karabakh	Nagorno-Karabakh	Nagorno-Karabakh Republic
global=0.346	0.343
local(<e, ctx>)=0.293	0.283
log p(e|m)=-0.167	-1.044
Nagorno[0.046]; Nagorno[0.046]; Nagorno[0.046]; Armenian[0.043]; Armenian[0.043]; conflict[0.042]; Armenia[0.042]; Armenia[0.042]; region[0.042]; region[0.042]; territory[0.042]; Karabakh[0.041]; Karabakh[0.041]; Karabakh[0.041]; Karabakh[0.041]; Azerbaijan[0.041]; Azerbaijan[0.041]; Azerbaijani[0.041]; ethnic[0.040]; Azeris[0.040]; Azeris[0.040]; independence[0.039]; Armenians[0.039]; Armenians[0.039]; 

INCORRECT ANNOTATION	1036testa	Nagorno-Karabakh	Nagorno-Karabakh	Nagorno-Karabakh Republic
global=0.344	0.340
local(<e, ctx>)=0.137	0.124
log p(e|m)=-0.167	-1.044
Nagorno[0.047]; Armenian[0.044]; conflict[0.044]; Armenia[0.044]; region[0.043]; region[0.043]; territory[0.043]; Karabakh[0.043]; Karabakh[0.043]; Azerbaijan[0.043]; Azerbaijani[0.042]; ethnic[0.041]; Azeris[0.041]; Azeris[0.041]; Armenians[0.040]; Armenians[0.040]; Azeri[0.040]; enclave[0.040]; disputed[0.040]; disputed[0.040]; held[0.039]; peace[0.039]; peace[0.039]; ceasefire[0.039]; 

INCORRECT ANNOTATION	1036testa	Nagorno-Karabakh	Nagorno-Karabakh	Nagorno-Karabakh Republic
global=0.343	0.339
local(<e, ctx>)=0.122	0.113
log p(e|m)=-0.167	-1.044
Nagorno[0.047]; Nagorno[0.047]; Armenian[0.043]; Armenian[0.043]; conflict[0.043]; Armenia[0.043]; region[0.043]; region[0.043]; territory[0.042]; Karabakh[0.042]; Karabakh[0.042]; Karabakh[0.042]; Azerbaijan[0.042]; Azerbaijani[0.042]; ethnic[0.040]; Azeris[0.040]; Russia[0.040]; reported[0.040]; independence[0.040]; Armenians[0.040]; forces[0.039]; Azeri[0.039]; enclave[0.039]; enclave[0.039]; 

INCORRECT ANNOTATION	1036testa	Nagorno-Karabakh	Nagorno-Karabakh	Nagorno-Karabakh Republic
global=0.345	0.342
local(<e, ctx>)=0.209	0.201
log p(e|m)=-0.167	-1.044
Nagorno[0.047]; Nagorno[0.047]; Armenian[0.044]; conflict[0.043]; Armenia[0.043]; region[0.043]; territory[0.043]; Karabakh[0.042]; Karabakh[0.042]; Karabakh[0.042]; Azerbaijan[0.042]; ethnic[0.041]; Azeris[0.041]; Russia[0.040]; Russia[0.040]; reported[0.040]; independence[0.040]; Armenians[0.040]; forces[0.040]; Azeri[0.040]; enclave[0.040]; enclave[0.040]; disputed[0.040]; officials[0.039]; 

INCORRECT ANNOTATION	1064testa	European	UEFA	UEFA Champions League
global=0.327	0.321
local(<e, ctx>)=-0.163	-0.157
log p(e|m)=-3.576	-4.423
soccer[0.047]; qualifier[0.046]; Cup[0.045]; Cup[0.045]; Soccer[0.045]; group[0.044]; beat[0.043]; Ireland[0.043]; Ireland[0.043]; Qualifier[0.042]; World[0.042]; World[0.042]; Ukraine[0.041]; Ukraine[0.041]; Rebrov[0.041]; Saturday[0.041]; minute[0.041]; Northern[0.041]; Northern[0.041]; Scorer[0.038]; Attendance[0.038]; Belfast[0.037]; Beat[0.037]; halftime[0.036]; 

INCORRECT ANNOTATION	1064testa	Ukraine	Ukraine	Ukraine national football team
global=0.333	0.327
local(<e, ctx>)=0.107	0.008
log p(e|m)=-0.354	-3.101
Ukraine[0.050]; soccer[0.048]; qualifier[0.046]; group[0.046]; European[0.044]; Soccer[0.043]; Cup[0.042]; Cup[0.042]; Qualifier[0.042]; Rebrov[0.042]; Sergei[0.042]; beat[0.041]; Ireland[0.041]; Ireland[0.041]; halftime[0.040]; World[0.040]; World[0.040]; minute[0.040]; Saturday[0.040]; Beat[0.039]; Scorer[0.039]; Attendance[0.037]; Northern[0.037]; Northern[0.037]; 

INCORRECT ANNOTATION	1100testa	Scotland	Scotland national football team	Scotland national under-21 football team
global=0.330	0.318
local(<e, ctx>)=0.242	0.268
log p(e|m)=-2.703	-4.510
Scotland[0.050]; Scottish[0.046]; Scottish[0.046]; players[0.043]; players[0.043]; match[0.043]; Scots[0.043]; team[0.043]; play[0.042]; game[0.042]; Ferguson[0.041]; Ferguson[0.041]; captain[0.041]; draw[0.041]; McAllister[0.040]; coach[0.040]; Craig[0.040]; lost[0.040]; goalkeeper[0.039]; chance[0.039]; went[0.039]; went[0.039]; unable[0.039]; pitch[0.039]; 

INCORRECT ANNOTATION	1100testa	Scottish	Scotland	Scotland national football team
global=0.337	0.323
local(<e, ctx>)=0.212	-0.020
log p(e|m)=-0.480	-3.912
Scotland[0.049]; Scotland[0.049]; Scotland[0.049]; Scotland[0.049]; Scotland[0.049]; players[0.043]; match[0.041]; Ferguson[0.041]; Ferguson[0.041]; Cup[0.041]; Cup[0.041]; draw[0.040]; McAllister[0.040]; qualifier[0.040]; Soccer[0.040]; dominated[0.039]; captain[0.039]; goalkeeper[0.039]; Duncan[0.039]; opening[0.038]; Austria[0.038]; Austria[0.038]; Austria[0.038]; post[0.038]; 

INCORRECT ANNOTATION	1100testa	Austria	Austria	Austria national football team
global=0.335	0.332
local(<e, ctx>)=0.177	0.046
log p(e|m)=-0.252	-2.937
Austria[0.047]; Austria[0.047]; qualifier[0.044]; match[0.044]; players[0.044]; Stephan[0.042]; Belarus[0.042]; Markus[0.042]; draw[0.042]; Austrian[0.041]; Scotland[0.041]; Scotland[0.041]; Scotland[0.041]; Scotland[0.041]; Scotland[0.041]; Saturday[0.041]; Vienna[0.040]; went[0.040]; went[0.040]; dominated[0.040]; opening[0.040]; Cup[0.040]; Cup[0.040]; Soccer[0.040]; 

INCORRECT ANNOTATION	1100testa	Austria	Austria	Austria national football team
global=0.335	0.330
local(<e, ctx>)=0.184	0.021
log p(e|m)=-0.252	-2.937
Austria[0.049]; Austria[0.049]; qualifier[0.047]; match[0.046]; Cup[0.045]; Cup[0.045]; draw[0.044]; Belarus[0.043]; World[0.043]; World[0.043]; Scotland[0.043]; Scotland[0.043]; Scotland[0.043]; Vienna[0.043]; Qualifier[0.042]; opening[0.042]; Soccer[0.042]; Saturday[0.042]; dominated[0.041]; came[0.041]; Stephan[0.041]; thrashed[0.041]; minute[0.041]; 

INCORRECT ANNOTATION	1100testa	Scotland	Scotland	Scotland national football team
global=0.334	0.324
local(<e, ctx>)=0.166	-0.058
log p(e|m)=-0.229	-2.703
Burley[0.044]; players[0.044]; Scots[0.043]; team[0.043]; team[0.043]; team[0.043]; Goram[0.043]; game[0.043]; Duncan[0.043]; Craig[0.042]; Stuart[0.042]; Ferguson[0.042]; Colin[0.041]; Colin[0.041]; Calderwood[0.041]; won[0.041]; Andrew[0.041]; McAllister[0.041]; Gordon[0.040]; coach[0.040]; lost[0.040]; Alistair[0.040]; McCoist[0.039]; Boyd[0.039]; 

INCORRECT ANNOTATION	1060testa	Australian	Australia national cricket team	Australia
global=0.336	0.330
local(<e, ctx>)=-0.052	-0.094
log p(e|m)=-3.612	-0.491
Australian[0.045]; match[0.044]; match[0.044]; day[0.044]; day[0.044]; final[0.042]; captain[0.042]; captain[0.042]; ahead[0.042]; Kent[0.041]; took[0.041]; wickets[0.041]; Surrey[0.041]; Surrey[0.041]; win[0.041]; Warwickshire[0.041]; Warwickshire[0.041]; season[0.041]; coach[0.041]; wicket[0.040]; beat[0.040]; conceding[0.040]; Leicestershire[0.040]; Somerset[0.040]; 

INCORRECT ANNOTATION	1151testa	Rochester	Rochester, New York	Rochester, New Hampshire
global=0.331	0.322
local(<e, ctx>)=0.005	0.103
log p(e|m)=-1.094	-2.865
Rochester[0.053]; Rochester[0.053]; Friday[0.050]; Boston[0.048]; people[0.048]; people[0.048]; Hampshire[0.048]; Department[0.048]; truck[0.048]; television[0.047]; motel[0.047]; stations[0.047]; Falls[0.047]; Falls[0.047]; involved[0.046]; officials[0.046]; officials[0.046]; trucks[0.046]; department[0.046]; parked[0.045]; deaths[0.045]; 

INCORRECT ANNOTATION	1151testa	Rochester	Rochester, New York	Rochester, New Hampshire
global=0.335	0.326
local(<e, ctx>)=0.113	0.207
log p(e|m)=-1.094	-2.865
Rochester[0.053]; Rochester[0.053]; Friday[0.050]; Boston[0.048]; people[0.048]; people[0.048]; Hampshire[0.048]; Department[0.048]; truck[0.048]; television[0.047]; motel[0.047]; stations[0.047]; Falls[0.047]; Falls[0.047]; involved[0.046]; officials[0.046]; officials[0.046]; trucks[0.046]; department[0.046]; parked[0.045]; deaths[0.045]; 

INCORRECT ANNOTATION	984testa	Stansted	London Stansted Airport	Stansted Mountfitchet
global=0.361	0.316
local(<e, ctx>)=0.741	0.100
log p(e|m)=-0.267	-1.546
airport[0.047]; London[0.046]; London[0.046]; Britain[0.044]; fly[0.042]; Monday[0.042]; Tuesday[0.041]; seven[0.041]; seven[0.041]; seven[0.041]; people[0.041]; people[0.041]; ending[0.041]; Saturday[0.041]; sent[0.041]; Friday[0.041]; Iraq[0.041]; landed[0.041]; bound[0.041]; jet[0.040]; plane[0.040]; plane[0.040]; claimed[0.040]; forced[0.040]; 

INCORRECT ANNOTATION	1153testa	Carl Vinson	Carl Vinson	USS Carl Vinson (CVN-70)
global=0.364	0.360
local(<e, ctx>)=-0.193	-0.117
log p(e|m)=0.000	-0.286
expeditionary[0.044]; Gulf[0.043]; Gulf[0.043]; Gulf[0.043]; ships[0.043]; ships[0.043]; Washington[0.042]; carrier[0.042]; carrier[0.042]; Bill[0.042]; military[0.042]; Pentagon[0.042]; President[0.042]; Department[0.042]; fly[0.042]; deploy[0.041]; aircraft[0.040]; aircraft[0.040]; ordered[0.040]; ordered[0.040]; ordered[0.040]; ordered[0.040]; president[0.040]; Iraq[0.040]; 

INCORRECT ANNOTATION	1153testa	Carl Vinson	Carl Vinson	USS Carl Vinson (CVN-70)
global=0.361	0.361
local(<e, ctx>)=-0.253	-0.094
log p(e|m)=0.000	-0.286
expeditionary[0.044]; sailors[0.043]; Gulf[0.043]; Gulf[0.043]; personnel[0.043]; ships[0.043]; ships[0.043]; ships[0.043]; nearly[0.043]; Marines[0.043]; Marines[0.043]; exercises[0.042]; military[0.042]; military[0.042]; fly[0.042]; seven[0.041]; Force[0.040]; servicemen[0.040]; Amphibious[0.040]; Readiness[0.040]; Tarawa[0.040]; Air[0.040]; support[0.039]; States[0.039]; 

INCORRECT ANNOTATION	1153testa	Pentagon	United States Department of Defense	The Pentagon
global=0.347	0.346
local(<e, ctx>)=-0.019	-0.052
log p(e|m)=-1.845	-0.146
Defense[0.050]; military[0.049]; military[0.049]; Department[0.047]; Iraq[0.045]; Iraq[0.045]; officials[0.044]; officials[0.044]; said[0.043]; said[0.043]; said[0.043]; said[0.043]; said[0.043]; said[0.043]; eastern[0.042]; planes[0.042]; deploy[0.042]; aircraft[0.042]; aircraft[0.042]; spokesman[0.041]; expeditionary[0.041]; defense[0.040]; defense[0.040]; 

INCORRECT ANNOTATION	1131testa	Granma	Granma (yacht)	Granma (newspaper)
global=0.337	0.337
local(<e, ctx>)=-0.122	-0.022
log p(e|m)=-0.270	-0.924
Granma[0.046]; Cuba[0.046]; Cuba[0.046]; newspaper[0.045]; published[0.045]; Havana[0.044]; reported[0.043]; official[0.043]; Fidel[0.042]; Cuban[0.042]; Cuban[0.042]; city[0.041]; Saturday[0.041]; Castro[0.040]; Castro[0.040]; Santiago[0.040]; Jose[0.040]; Jose[0.040]; Fulgencio[0.040]; government[0.039]; Batista[0.039]; revolution[0.039]; day[0.038]; died[0.038]; 

INCORRECT ANNOTATION	1131testa	Granma	Granma (yacht)	Granma (newspaper)
global=0.341	0.335
local(<e, ctx>)=-0.077	-0.107
log p(e|m)=-0.270	-0.924
Granma[0.047]; Cuba[0.046]; newspaper[0.046]; published[0.046]; published[0.046]; reported[0.044]; Fidel[0.043]; Cuban[0.043]; city[0.042]; Saturday[0.042]; Saturday[0.042]; Castro[0.041]; Castro[0.041]; Santiago[0.041]; Fulgencio[0.040]; government[0.040]; Batista[0.040]; revolution[0.039]; interview[0.039]; interview[0.039]; shortly[0.039]; day[0.039]; stories[0.039]; Latina[0.039]; 

INCORRECT ANNOTATION	952testa	European	UEFA	Europe
global=0.324	0.322
local(<e, ctx>)=-0.199	-0.371
log p(e|m)=-3.576	-0.256
soccer[0.057]; match[0.056]; Soccer[0.055]; Match[0.053]; beat[0.053]; Romania[0.052]; Romania[0.052]; Romania[0.052]; Lithuania[0.052]; Lithuania[0.052]; Lithuania[0.052]; Bucharest[0.050]; Cosmin[0.048]; Friday[0.047]; Attendance[0.046]; Mihai[0.046]; Contra[0.045]; Beat[0.045]; Scorers[0.045]; halftime[0.044]; 

INCORRECT ANNOTATION	952testa	Lithuania	Lithuania national football team	Lithuania national basketball team
global=0.346	0.326
local(<e, ctx>)=0.174	0.157
log p(e|m)=-2.129	-3.540
Lithuania[0.056]; Lithuania[0.056]; Romania[0.051]; Romania[0.051]; Romania[0.051]; match[0.051]; Soccer[0.050]; European[0.050]; soccer[0.050]; beat[0.049]; Match[0.048]; Scorers[0.046]; Bucharest[0.046]; Cosmin[0.045]; halftime[0.045]; Friday[0.044]; Mihai[0.043]; Beat[0.043]; Attendance[0.042]; Contra[0.041]; Danius[0.040]; 

INCORRECT ANNOTATION	952testa	Lithuania	Lithuania national football team	Lithuania national basketball team
global=0.346	0.326
local(<e, ctx>)=0.179	0.161
log p(e|m)=-2.129	-3.540
Lithuania[0.056]; Lithuania[0.056]; Romania[0.051]; Romania[0.051]; Romania[0.051]; match[0.051]; Soccer[0.050]; European[0.050]; soccer[0.050]; beat[0.049]; Match[0.048]; Scorers[0.046]; Bucharest[0.046]; Cosmin[0.045]; halftime[0.045]; Friday[0.044]; Mihai[0.043]; Beat[0.043]; Attendance[0.042]; Contra[0.041]; Danius[0.040]; 

INCORRECT ANNOTATION	952testa	Romania	Romania	Romania national football team
global=0.331	0.329
local(<e, ctx>)=0.094	0.160
log p(e|m)=-0.212	-3.058
Romania[0.053]; Romania[0.053]; match[0.052]; European[0.051]; soccer[0.050]; Lithuania[0.050]; Lithuania[0.050]; Lithuania[0.050]; beat[0.050]; Soccer[0.049]; Match[0.048]; Bucharest[0.047]; Cosmin[0.047]; Mihai[0.047]; Scorers[0.047]; Beat[0.046]; Friday[0.044]; halftime[0.044]; Contra[0.043]; Attendance[0.041]; Danius[0.039]; 

INCORRECT ANNOTATION	1078testa	England	England national football team	England
global=0.328	0.320
local(<e, ctx>)=-0.030	-0.160
log p(e|m)=-2.781	-0.190
England[0.053]; player[0.049]; players[0.048]; team[0.047]; midfielder[0.045]; Soccer[0.045]; coaching[0.043]; Saturday[0.043]; Hoddle[0.043]; Hoddle[0.043]; Ince[0.042]; Ince[0.042]; Ince[0.042]; Gascoigne[0.042]; Gascoigne[0.042]; Gascoigne[0.042]; time[0.042]; Paul[0.041]; Paul[0.041]; group[0.041]; stadium[0.041]; Inter[0.041]; clash[0.040]; 

INCORRECT ANNOTATION	1141testa	High Court	High Court of Australia	High Court (Hong Kong)
global=0.331	0.327
local(<e, ctx>)=-0.031	0.149
log p(e|m)=-1.444	-2.659
